GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
36.36	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
39.78	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
27.1	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
41.44	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
73.55	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
68.41	total
. 	O
MAKASSAR FRESH MARKET S/B 	company
GROUND FLOOR, NO. 4 & 6, JALAN SS15/4B, 47500 SUBANG JAYA, SELANGOR.	address
RM40.00 	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
50.6	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
7.97	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
19.31	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
54.15	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
29.59	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
51.88	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
26.8	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
23.2	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
31.05	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
62.6	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
14.79	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
41.87	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
65.5	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
40.18	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
22.58	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
5.9	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
3.21	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
39.87	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
35.01	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
34.21	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
68.63	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
58.86	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
46.06	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
60.24	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
54.19	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
31.32	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
51.42	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
27.2	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
33.8	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
59.54	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
23.56	total
. 	O
GARDENIA BAKERIES (KL) SDN BHD 	company
LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.	address
110.46	total
. 	O
MR. D.I.Y. (M) SDN BHD 	company
LOT 1851 -A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
RM 8.60 	total
. 	O
COSWAY (M) SDN BHD 	company
2ND FLOOR, WISMA COSWAY, JALAN RAJA CHULAN, 50200 KUALA LUMPUR, MALAYSIA.	address
RM111.90 	total
. 	O
MR. D.I.Y. (KUCHAI) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
RM 22.90 	total
. 	O
99 SPEED MART S/B 	company
LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1320-TMN BATU	address
61.65	total
. 	O
MR. D.I.Y. (KUCHAI) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
RM 3.30 	total
. 	O
HAI-O RAYA BHD 	company
LOT 11995, BATU 2, JALAN KAPAR 41400 KLANG, SELANGOR	address
47.7	total
. 	O
GREEN LANE PHARMACY SDN BHD 	company
33 JLN BANGAU 1,KEPONG BARU, 52100 KEPONG,KL	address
180.1	total
. 	O
GUARDIAN HEALTH AND BEAUTY SDN BHD 	company
LOT F/L2A.4, LEVEL 2A FIRST WORLD PLAZA, FIRST WORLD	address
2.56	total
. 	O
99 SPEED MART S/B 	company
LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1558-TMN PUSAT KEPONG	address
31.8	total
. 	O
99 SPEED MART S/B 	company
LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1558-TMN PUSAT KEPONG	address
15.9	total
. 	O
99 SPEED MART S/B 	company
LOT P.T. 33198, BATU 4 JALAN KAPAR, MUKIM KAPAR 42100 KLANG, SELANGOR 1320-TMN BATU	address
82.8	total
. 	O
CHEF LEE SDN BHD 	company
LG226, LGF, 1 UTAMA SHOPPING CENTRE, LEBUH BANDAR UTAMA, 47800 PETALING JAYA.	address
RM96.20 	total
. 	O
MR. D.I.Y. (M) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
RM 21.00 	total
. 	O
MR. D.I.Y. (KUCHAI) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
RM 57.40 	total
. 	O
99 SPEED MART S/B 	company
LOT P.T. 33198, BATU 4 JALAN KAPAR, MUKIM KAPAR 42100 KLANG, SELANGOR 1181-TMN SRI SINAR	address
13.6	total
. 	O
MR. D.I.Y. (M) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
RM 64.70 	total
. 	O
YAM FRESH 	company
NO.145G, JALAN RIMBUNAN RAYA 1, LAMAN RIMBUNAN KEPONG, 52100 KUALA LUMPUR	address
RM8.35 	total
. 	O
FOUR QUARTERS SDN BHD 	company
NO.128G JLN SS21/35 DAMANSARA UTAMA PETALING JAYA 47400 SELANGOR 	address
43.9	total
. 	O
99 SPEED MART S/B 	company
LOT P.T. 33198, BATU 4 JALAN KAPAR, MUKIM KAPAR 42100 KLANG, SELANGOR 1558-TMN PUSAT KEPONG	address
27.3	total
. 	O
GOLDEN ARCHES RESTAURANTS SDN BHD 	company
LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39,47400 PETALING JAYA SELANGOR	address
28.2	total
. 	O
ECOSWAY.COM SDN BHD 	company
2ND FLOOR, WISMA COSWAY, JALAN RAJA CHULAN, 50200 KUALA LUMPUR, MALAYSIA.	address
RM78.30 	total
. 	O
99 SPEED MART S/B 	company
LOT P.T. 33198, BATU 4 JALAN KAPAR, MUKIM KAPAR 42100 KLANG, SELANGOR 1174-PERMATA MAGNA	address
2.1	total
. 	O
MR. D.I.Y. (KUCHAI) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
RM 12.50 	total
. 	O
SIN THYE & COMPANY 	company
NO.54, BATU 5,JALAN IPOH, KG.BATU, 51200 KUALA LUMPUR	address
110	total
. 	O
MR. D.I.Y. (KUCHAI) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
RM 13.30 	total
. 	O
NADEJE PLATINUM SDN BHD 	company
GK 101,GND FLR,ONE UTAMA SHOPPING CENTRE NO.1,LEBUH BANDAR UTAMA, 47800 PETALING JAYA, SELANGOR.	address
RM51.30 	total
. 	O
MR. D.I.Y. (M) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
RM 21.50 	total
. 	O
ANEKA INTERTRADE MARKETING SDN BHD 	company
LOT NO2, JALAN UTARID U5/13, SEKSYEN U5, 40150 SNAH ALAM, SELANGOR DARUL EHSAN, MALAYSIA	address
6.85	total
. 	O
MR. D.I.Y. (M) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
RM 68.10 	total
. 	O
99 SPEED MART S/B 	company
LOT P.T. 33198, BATU 4 JALAN KAPAR, MUKIM KAPAR 42100 KLANG, SELANGOR 1605-TMN SRI BINTANG	address
177.2	total
. 	O
BEST DENKI MALAYSIA 	company
LOT LG 26, SUBANG PARADE NO.5, JALAN SS16/1 47500 SUBANG JAYA, SELANGOR	address
89	total
. 	O
UROKO JAPANESE CUISINE SDN BHD 	company
22A-1, JALAN 17/54, SECTION 17, 46400 PETALING JAYA, SELANGOR.	address
87.1	total
. 	O
EDEN IMPRESSION SDN BHD 	company
LOT NO : 20, LEVEL UG1, PUBLIKA SOLARIS DUTAMAS. NO 1, JALAN DUTAMAS, 50480 KL	address
RM9.75 	total
. 	O
FTOF NOODLE HOUSE 	company
NO.25, JALAN METRO PERDANA BARAT 2, TAMAN USAHAWAN KEPONG, KEPONG UTARA, 52100 KUALA LUMPUR.	address
RM31.60 	total
. 	O
EIGHT OUNCE COFFEE CO. 	company
F.K06, FIRST FLOOR, THE GARDENS MALL, MID VALLEY CITY, LINGKARAN SYED PUTRA, 59200 KUALA LUMPUR.	address
39.9	total
. 	O
SKCA HARDWARE & TIMBER SDN. BHD. 	company
LOT 204 & 205, JALAN BATU 12 1/4, KG. DUSUN NANDING, 43100 HULU LANGAT, SELANGOR DARUL EHSAN.	address
142	total
. 	O
KEDAI UHAT DAN RUNCIT CHONG HWA 	company
3, JALAN PERDANA 5, TAMAN INDAH PERDANA, KEPONG, 52100 KL.	address
RM33.90 	total
. 	O
99 SPEED MART S/B 	company
LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1243-JLN PUDU ULU	address
14.4	total
. 	O
GUARDIAN HEALTH AND BEAUTY SDN BHD 	company
LOT B-005-006, BASEMENT LEVEL 1 THE STARLING MALL JALAN SS21/60, DAMANSARA UTAMA.	address
13.78	total
. 	O
ANN GIAP TRADING SDN BHD 	company
NO. 135, JALAN BANGI, 43500 SEMENYIH, SELANGOR	address
66	total
. 	O
K STATIONERY & OFFICE SUPPLIES 	company
NO.9, JALAN MANIS 3, TAMAN SEGAR CHERAS, 56100 KUALA LUMPUR.	address
148	total
. 	O
GUARDIAN HEALTH AND BEAUTY SDN BHD 	company
NO 15 JALAN BANDAR RAWANG 10 BANDAR BARU RAWANG 	address
4.5	total
. 	O
MPH BOOKSTORES SDN BHD 	company
LOT S319, 2ND FLOOR, 1 UTAMA SHOPPING CENTRE, NO1, LEBUH BANDAR UTAMA,47800 P.JAYA	address
31.45	total
. 	O
GUARDIAN HEALTH AND BEAUTY SDN BHD 	company
NO 15 JALAN BANDAR RAWANG 10 BANDAR BARU RAWANG 	address
2.28	total
. 	O
BECON STATIONER BECON ENTERPRISE SDN BHD 	company
NO.41G, JLN SS21/60, DAMANSARA UTAMA, 47400 PJ, SELANGOR.	address
247.55	total
. 	O
ECO-SHOP MARKETING SDN BHD 	company
LOT F1-01, 6, JALAN 8/27A, SEKSYEN 5 WANGSA MAJU, 53300 KUALA LUMPUR, WILAYAH PERSEKUTUAN KUALA LUMPUR, MALAYSIA.	address
16.3	total
. 	O
UNIHAKKA INTERNATIONAL SDN BHD 	company
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR	address
$8.20 	total
. 	O
UNIHAKKA INTERNATIONAL SDN BHD 	company
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR	address
$8.70 	total
. 	O
AEON CO. (M) BHD 	company
3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR	address
99.9	total
. 	O
UNIHAKKA INTERNATIONAL SDN BHD 	company
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR	address
$8.70 	total
. 	O
DE MAXIMUM THAI EXPRESS SDN BHD 	company
BLK 2, UNIT G1 & G2, BESTARI TERRACE, LOT PTD 182908 & PTD 143216, JALAN DANGA, TAMAN NUSA BESTARI, 81300	address
30.7	total
. 	O
UNIHAKKA INTERNATIONAL SDN BHD 	company
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR	address
$8.20 	total
. 	O
UNIHAKKA INTERNATIONAL SDN BHD 	company
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR	address
$8.90 	total
. 	O
AEON CO. (M) BHD 	company
3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR	address
476.8	total
. 	O
UNIHAKKA INTERNATIONAL SDN BHD 	company
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR	address
$10.30 	total
. 	O
DOMINO'S PIZZA TAMAN UNIVERSITI 	company
30, JLN KEBUDAYAAN 7, TMN UNIVERSITI 81300 SKUDAI, JOHOR	address
6.7	total
. 	O
GERBANG ALAF RESTAURANTS SDN BHD 	company
LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39,47400 PETA ING JAYA SELANGOR	address
11.1	total
. 	O
VERBENA CONFECTIONERY SDN BHD 	company
1, JALAN SUTERA TANJUNG 8/4, TMN SUTERA UTAMA, 81300 SKUDAI, JB.	address
75.7	total
. 	O
UNIHAKKA INTERNATIONAL SDN BHD 	company
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR	address
$6.60 	total
. 	O
DE LUXE CIRCLE FRESH MART SDN BHD 	company
NO. 89&91, JALAN UTAMA, TAMAN MUTIA RINI, 81300 SKUDAI, JOHOR.	address
12	total
. 	O
UNIHAKKA INTERNATIONAL SDN BHD 	company
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR	address
$10.70 	total
. 	O
UNIHAKKA INTERNATIONAL SDN BHD 	company
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR	address
$8.40 	total
. 	O
UNIHAKKA INTERNATIONAL SDN BHD 	company
12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR	address
$11.40 	total
. 	O
THE TOAST F&B SDN BHD 	company
LOT 2110&2111 JALAN PERMAS UTARA BANDAR BARU PERMAS 81750 JOHOR BAHRU JOHOR 	address
31	total
. 	O
MR. D.I.Y. (M) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
RM 31.20 	total
. 	O
MR. D.I.Y. (M) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
RM 9.00 	total
. 	O
MR. D.I.Y. (M) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
RM 34.80 	total
. 	O
MR. D.I.Y. (M) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
RM 34.80 	total
. 	O
MR. D.I.Y. (M) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
RM 15.40 	total
. 	O
MR. D.I.Y. (M) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
48.1	total
. 	O
AEON CO. (M) BHD 	company
3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR	address
26.1	total
. 	O
MR. D.I.Y. (M) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
38	total
. 	O
MR. D.I.Y. (M) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
2.1	total
. 	O
MR. D.I.Y. (M) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
53.2	total
. 	O
MR. D.I.Y. SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
RM 3.90 	total
. 	O
SHELL ISNI PETRO TRADING 	company
LOT 2685 JLN GENTING KLANG 53300 KL SITE 1066 	address
86	total
. 	O
LIGHTROOM GALLERY SDN BHD 	company
NO: 28,JALAN ASTANA 1C, BANDAR BUKIT RAJA, 41050 KLANG SELANGOR D.E, MALAYSIA	address
73	total
. 	O
LIGHTROOM GALLERY SDN BHD 	company
NO: 28, JALAN ASTANA 1C, BANDAR BUKIT RAJA, 41050 KLANG SELANGOR D.E, MALAYSIA	address
39.8	total
. 	O
HOME MASTER HARDWARE & ELECTRICAL 	company
NO.113G & 115G, JALAN SETIA GEMBILANG U13/BG BANDAR SETIA ALAM, 40170 BANDAR SETIA ALAM, SELANGOR.	address
15.9	total
. 	O
LIGHTROOM GALLERY SDN BHD 	company
NO: 28, JALAN ASTANA 1C, BANDAR BUKIT RAJA, 41050 KLANG SELANGOR D.E, MALAYSIA	address
73	total
. 	O
POPULAR BOOK CO. (M) SDN BHD 	company
NO 8, JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA KL FESTIVAL CITY MALL	address
31.45	total
. 	O
POPULAR BOOK CO. (M) SDN BHD 	company
NO 8, JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA	address
21	total
. 	O
WAHIN HARDWARE SDN BHD 	company
425, JALAN PAHANG, SETAPAK, 53000 KUALA LUMPUR.	address
42.4	total
. 	O
POPULAR BOOK CO. (M) SDN BHD 	company
NO 8, JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA	address
9.65	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS. SETAPAK, 53200, KUALA LUMPUR	address
47.7	total
. 	O
FY EAGLE ENTERPRISE 	company
NO. 42, JALAN PBS 14/11, TAMAN PERINDUSTRIAN BUKIT SERDANG, 43300 SERI KEMBANGAN, SELANGOR	address
7	total
. 	O
MR. D.I.Y. (KUCHAI) SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
37.8	total
. 	O
MR. D.I.Y. SDN BHD 	company
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR	address
9.9	total
. 	O
IKANO HANDEL SDN BHD 	company
NO 2A JALAN COCHRANE TAMAN MALURI 55100 KUALA LUMPUR 	address
538	total
. 	O
IKANO HANDEL SDN BHD 	company
NO 2A JALAN COCHRANE TAMAN MALURI 55100 KUALA LUMPUR 	address
99.8	total
. 	O
TRI SHAAS SDN BHD 	company
4-20, JALAN RIA 25/62 TAMAN SRI MUDA SEKSYEN 25, 40400 SHAH ALAM SELANGOR	address
5	total
. 	O
TRI SHAAS SDN BHD 	company
4-20, JALAN RIA 25/62 TAMAN SRI MUDA SEKSYEN 25, 40400 SHAH ALAM SELANGOR	address
85.1	total
. 	O
AEON CO. (M) BHD 	company
3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR	address
5.9	total
. 	O
AEON CO. (M) BHD. 	company
3 FLOOR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR	address
5.9	total
. 	O
ADVANCO COMPANY 	company
NO 1&3, JALAN WANGSA DELIMA 12, WANGSA LINK, WANGSA MAJU, 53300 KUALA LUMPUR	address
83	total
. 	O
SWEET FOREST CAFE 	company
NO 21, JLN BUNGA KANTAN TAMAN P. RAMLEE SETAPAK 53000 KUALA LUMPUR	address
30.3	total
. 	O
LIM SENG THO HARDWARE TRADING 	company
NO 7. SIMPANG OFF BATU VILLAGE, JALAN IPOH BATU 5, 51200 KUALA LUMPUR MALAYSIA	address
7	total
. 	O
LIM SENG THO HARDWARE TRADING 	company
NO 7, SIMPANG OFF BATU VILLAGE, JALAN IPOH BATU 5, 51200 KUALA LUMPUR MALAYSIA	address
7	total
. 	O
ZAWIAJAYA FOOD N BEVERAGE SDN BHD 	company
106-107, LEVEL 1 THE MINES MALL SERDANG SRI KEMBANGAN, 43300 SELANGOR DARUL EHSAN.	address
48.15	total
. 	O
BEYOND BROTHERS HARDWARE 	company
LOT 1-0-2, JLN 1/50, DIAMOND SQUARE, OFF JLN GOMBAK 53000 KUALA LUMPUR	address
599.45	total
. 	O
LIM SENG THO HARDWARE TRADING 	company
NO 7, SIMPANG OFF BATU VILLAGE, JALAN IPOH BATU 5, 51200 KUALA LUMPUR MALAYSIA	address
6	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.	address
44.73	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.	address
93.07	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.	address
465.34	total
. 	O
SUN VICTORY SDN BHD 	company
LEVEL G2, BLOCK D1, SOLARIS DUTAMAS, NO.1, JALAN DUTAMAS 1, 50480 KUALA LUMPUR	address
RM4.00 	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.	address
2.12	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.	address
116.28	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.	address
94.87	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.	address
13.25	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.	address
23.32	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.	address
270.3	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.	address
7.95	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.	address
82.68	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.	address
74.2	total
. 	O
SYARIKAT PERNIAGAAN GIN KEE 	company
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.	address
60.95	total
. 	O
TRI SHAAS SDN BHD 	company
